Country,Scotland,England,Wales,Local_Authority,Area_Code,Population_mid_2018,Area_sq_km,Density_People_sq_km,Local_Proportion_Decile_1_Z_Ind_IMD,Females_2018,Lives_In_Communal,BAME_Including_Jews,Over_1_5_Per_Room,Median_Age_2018,Obese_Z_Ind,Current_Smoking_Z_Ind,Ex_Smoker_Z_Ind,Tonnes_Port_Over_750,Passengers_To_From_Pop_Stand_Normalised,Age_Standardised_CVD_Deaths_U75_100000,Diabetes_Prevalence_Z_Ind,RA_Z_Ind,HTN_Z_Ind,COPD_Z_Ind,Cancer_Z_Ind,CKD_Z_Ind,Average_Humid_23_2_1_3_8_3_15_3,Average_tempHighCel_23_2_1_3_8_3_15_3,Coronavirus_Google_010220_190320,Dementia_Z_Ind,Self_Funders_2017,PM_2_5_Total_2018,Death_Registrations_Week_16,Death_Registrations_Week_16_Per_100000,Death_Registrations_Care_Home_Week_16,Death_Registrations_Care_Home_Week_16_Per_100000,Death_Registrations_Hospital_Week_16,Death_Registrations_Hospital_Week_16_Per_100000,Death_Registrations_Home_Week_16,Death_Registrations_Home_Week_16_Per_100000,Death_Registrations_OoHosp_Week_16,Death_Registrations_OoHosp_Week_16_Per_100000
England,0,1,0,Newcastle-under-Lyme,E07000195,129490,211,613.697,-0.453,0.503,0.034,0.051,0.003,41.9,0.397,-0.089,-0.089,0,0,78.1,-0.016,1.222,-0.136,0.057,1.284,0.085,0.798,9.394,-0.559,0.351,0.414,7.6252,450,347.5171828,91,70.27569697,208,160.6301645,106,81.85960306,242,186.8870183
England,0,1,0,South Staffordshire,E07000196,112126,407,275.494,-0.691,0.499,0.018,0.041,0.002,47.7,0.397,-1.09,0.465,0,0,61.1,-0.016,1.222,0.651,0.002,1.284,0.668,0.778,10.429,-0.559,0.351,0.414,8.4542,460,410.2527514,129,115.0491411,190,169.4522234,105,93.64464977,270,240.800528
England,0,1,0,Stafford,E07000197,135880,598,227.224,-0.691,0.5,0.025,0.051,0.003,45.2,0.397,-0.423,-0.029,0,0,52.9,-0.016,1.222,0.186,-0.121,1.284,0.365,0.785,10.056,-0.559,0.351,0.414,7.6986,452,332.6464528,94,69.17868708,216,158.9637916,99,72.85840447,236,173.6826612
England,0,1,0,Staffordshire Moorlands,E07000198,98397,576,170.828,-0.691,0.506,0.013,0.013,0.002,48.2,0.397,-0.757,0.237,0,0,56.4,-0.016,1.222,1.108,0.565,1.284,0.796,0.83,8.118,-0.559,0.351,0.414,6.9631,378,384.1580536,94,95.53136783,155,157.5251278,105,106.7105704,223,226.6329258
England,0,1,0,Tamworth,E07000199,76678,31,2473.484,0.055,0.51,0.005,0.027,0.004,41.2,0.397,0.578,-0.181,0,0,71.6,-0.016,1.222,-0.037,-0.189,1.284,-0.805,0.758,10.681,-0.559,0.351,0.414,9.3209,234,305.1722789,38,49.55789144,110,143.4570542,59,76.94514724,124,161.7152247
England,0,1,0,Babergh,E07000200,91401,594,153.874,-0.691,0.512,0.018,0.023,0.002,48.5,0.398,-0.757,0.77,0,0,47.9,0.654,0.525,0.947,0.783,0.331,0.99,0.76,11.792,-0.559,0.743,0.455,9.9836,380,415.7503747,110,120.3487927,151,165.20607,107,117.0665529,229,250.5443048
England,0,1,0,Ipswich,E07000202,137532,40,3438.3,0.652,0.5,0.016,0.111,0.007,37.8,0.398,1.246,-0.327,2071,0,85,0.654,0.525,-0.522,-0.106,0.331,-0.604,0.755,12.036,1.668,0.743,0.455,10.9676,421,306.1105779,92,66.89352296,173,125.7889073,125,90.88793881,248,180.3216706
England,0,1,0,Mid Suffolk,E07000203,102493,871,117.673,-0.691,0.505,0.015,0.022,0.002,47.6,0.398,-1.09,0.393,0,0,43,0.654,0.525,0.505,0.362,0.331,0.7,0.76,11.613,-0.559,0.743,0.455,9.9134,369,360.024587,110,107.3244026,137,133.6676651,89,86.8351985,232,226.3569219
England,0,1,0,Elmbridge,E07000207,136626,95,1438.168,-0.691,0.515,0.011,0.103,0.004,42.7,-1.577,-1.758,-0.319,0,0.267,51.6,-1.295,-0.323,-0.661,-1.426,-0.349,0.133,0.765,12.043,-0.559,0.196,0.619,11.0702,373,273.0080658,121,88.56293824,132,96.61411444,86,62.94555941,241,176.3939514
England,0,1,0,Epsom and Ewell,E07000208,79928,34,2350.824,-0.691,0.513,0.014,0.144,0.004,41.5,-1.577,-1.424,-1.18,0,0.267,48.4,-1.295,-0.323,-1.024,-1.031,-0.349,0.113,0.765,11.854,-0.559,0.196,0.619,11.279,220,275.247723,42,52.54729256,115,143.8794915,52,65.0585527,105,131.3682314
England,0,1,0,Guildford,E07000209,147889,271,545.716,-0.691,0.5,0.046,0.093,0.005,37.5,-1.577,-1.424,-0.504,0,0.267,45.7,-1.295,-0.323,-1.618,-1.315,-0.349,-0.449,0.783,11.815,2.135,0.196,0.619,10.3606,370,250.1876407,122,82.49430316,132,89.25613129,95,64.23736721,238,160.9315094
England,0,1,0,Mole Valley,E07000210,87253,258,338.19,-0.691,0.512,0.016,0.052,0.004,47.1,-1.577,-1.424,0.027,0,0.267,41.9,-1.295,-0.323,0.206,-0.438,-0.349,0.992,0.788,11.592,-0.559,0.196,0.619,10.2431,322,369.0417521,103,118.047517,121,138.6771802,84,96.27176143,201,230.364572
England,0,1,0,Reigate and Banstead,E07000211,147757,129,1145.403,-0.691,0.512,0.025,0.096,0.005,41.4,-1.577,-1.09,0.291,0,0.267,57.6,-1.295,-0.323,-0.535,-1.079,-0.349,0.04,0.81,10.283,-0.559,0.196,0.619,10.4995,463,313.3523285,157,106.2555412,184,124.5287871,95,64.29475422,279,188.8235414
England,0,1,0,Runnymede,E07000212,88000,78,1128.205,-0.691,0.514,0.039,0.113,0.006,38,-1.577,-0.423,-0.511,0,0.267,58.3,-1.295,-0.323,-0.94,-1.015,-0.349,-0.132,0.773,11.828,-0.559,0.196,0.619,11.1906,268,304.5454545,68,77.27272727,113,128.4090909,59,67.04545455,155,176.1363636
England,0,1,0,Spelthorne,E07000213,99334,45,2207.422,-0.691,0.506,0.008,0.129,0.008,41.7,-1.577,-0.089,-0.515,0,0.267,65,-1.295,-0.323,-0.189,-0.018,-0.349,0.136,0.75,11.931,-0.559,0.196,0.619,11.5693,292,293.9577587,60,60.40227918,127,127.8514909,77,77.51625828,165,166.1062677
England,0,1,0,Surrey Heath,E07000214,88874,95,935.516,-0.691,0.505,0.02,0.1,0.004,43.8,-1.577,-1.09,-0.939,0,0.267,43.2,-1.295,-0.323,-0.518,-1.246,-0.349,0.065,0.795,11.117,-0.559,0.196,0.619,10.8219,319,358.9351216,117,131.6470509,117,131.6470509,66,74.26243896,202,227.2880708
England,0,1,0,Tandridge,E07000215,87496,248,352.806,-0.691,0.513,0.025,0.063,0.005,44.2,-1.577,-0.757,0.59,0,0.267,53.3,-1.295,-0.323,-0.418,-1.2,-0.349,0.449,0.793,11.06,-0.559,0.196,0.619,10.1293,306,349.7302734,100,114.290939,118,134.863308,69,78.86074792,188,214.8669653
England,0,1,0,Waverley,E07000216,125610,345,364.087,-0.691,0.51,0.036,0.042,0.005,44.6,-1.577,-1.758,0.455,0,0.267,41,-1.295,-0.323,-0.068,-0.74,-0.349,0.757,0.798,11.186,-0.559,0.196,0.619,9.5288,428,340.7372025,147,117.028899,147,117.028899,100,79.6114959,281,223.7083035
England,0,1,0,Woking,E07000217,101167,64,1580.734,-0.691,0.501,0.009,0.166,0.011,40.8,-1.577,-1.09,-0.305,0,0.267,53.5,-1.295,-0.323,-1.113,-1.379,-0.349,-0.308,0.783,11.587,-0.559,0.196,0.619,10.79,265,261.9431237,74,73.14638173,101,99.83492641,58,57.33094784,164,162.1081973
England,0,1,0,North Warwickshire,E07000218,64850,284,228.345,-0.441,0.507,0.009,0.021,0.003,45.6,-0.499,-0.089,0.458,0,0,72.3,0.004,0.277,0.834,0.337,0.147,0.121,0.763,10.324,-0.559,-0.014,0.414,9.0412,266,410.1773323,72,111.0254433,117,180.4163454,65,100.231303,149,229.7609869
England,0,1,0,Nuneaton and Bedworth,E07000219,128902,79,1631.671,-0.104,0.509,0.007,0.087,0.003,41.4,-0.499,0.578,-0.06,0,0,79.6,0.004,0.277,0.495,0.272,0.147,-0.18,0.78,10.311,-0.559,-0.014,0.414,9.5475,470,364.618082,80,62.06265225,247,191.6184388,119,92.31819522,223,172.9996431
England,0,1,0,Rugby,E07000220,107194,351,305.396,-0.691,0.502,0.019,0.096,0.006,41.3,-0.499,0.578,0.446,0,0,66.2,0.004,0.277,-0.33,-0.534,0.147,0.009,0.785,10.058,-0.559,-0.014,0.414,9.3394,356,332.1081404,100,93.28880348,143,133.402989,84,78.36259492,213,198.7051514
England,0,1,0,Stratford-on-Avon,E07000221,127580,978,130.45,-0.691,0.513,0.014,0.028,0.002,48.1,-0.499,-1.09,0.652,0,0,52.1,0.004,0.277,0.912,0.243,0.147,1.04,0.795,10.114,-0.559,-0.014,0.414,8.6291,478,374.6668757,166,130.114438,167,130.8982599,118,92.49098605,311,243.7686158
England,0,1,0,Warwick,E07000222,142484,283,503.477,-0.691,0.5,0.022,0.11,0.003,39.8,-0.499,-1.09,-0.249,0,0,58.9,0.004,0.277,-1.095,-1.097,0.147,-0.184,0.775,10.468,-0.559,-0.014,0.414,9.3114,411,288.4534404,129,90.53648129,160,112.2933101,96,67.37598608,251,176.1601303
England,0,1,0,Adur,E07000223,63869,42,1520.69,-0.691,0.514,0.012,0.045,0.004,45.5,-0.463,-0.089,1.913,2124,0,57,0.149,0.301,0.47,1.436,0.184,1.112,0.818,11,-0.559,1.083,0.619,10.496,248,388.2947909,72,112.7307457,104,162.8332994,57,89.24517371,144,225.4614915
England,0,1,0,Arun,E07000224,159827,221,723.199,-0.286,0.519,0.025,0.031,0.005,49.4,-0.463,0.245,1.552,0,0.2,68.4,0.149,0.301,1.531,1.527,0.184,2.012,0.8,11.354,-0.559,1.083,0.619,9.6728,753,471.1344141,233,145.7826275,273,170.809688,178,111.3704193,480,300.3247261
England,0,1,0,Chichester,E07000225,120750,786,153.626,-0.691,0.518,0.026,0.032,0.003,48.9,-0.463,-0.757,0.939,0,0.2,56.9,0.149,0.301,1.389,1.539,0.184,1.624,0.835,9.828,-0.559,1.083,0.619,9.3541,541,448.0331263,169,139.9585921,182,150.7246377,151,125.0517598,359,297.3084886
England,0,1,0,Crawley,E07000226,112448,45,2498.844,-0.546,0.498,0.007,0.202,0.012,37.2,-0.463,0.578,-0.383,0,0.2,71.9,0.149,0.301,-1.241,-0.204,0.184,-0.919,0.8,11.456,1.812,1.083,0.619,10.863,267,237.4430848,38,33.79339784,131,116.4982925,77,68.47609562,136,120.9447923
England,0,1,0,Horsham,E07000227,142217,530,268.334,-0.691,0.514,0.02,0.041,0.003,46.1,-0.463,-1.424,0.334,0,0.2,41.2,0.149,0.301,-0.042,-0.167,0.184,0.643,0.8,11.344,-0.559,1.083,0.619,9.7453,507,356.4974651,153,107.5820753,205,144.1459179,119,83.67494744,302,212.3515473
England,0,1,0,Mid Sussex,E07000228,149716,334,448.251,-0.691,0.513,0.018,0.051,0.004,43.7,-0.463,-1.424,0.261,0,0.2,49.3,0.149,0.301,-0.396,-1.07,0.184,0.387,0.81,10.903,-0.559,1.083,0.619,9.9458,497,331.9618478,184,122.8993561,187,124.90315,90,60.11381549,310,207.0586978
England,0,1,0,Worthing,E07000229,110025,33,3334.091,-0.691,0.518,0.018,0.064,0.005,44.8,-0.463,-0.089,1.471,0,0.2,71.4,0.149,0.301,0.207,0.767,0.184,0.946,0.805,11.224,1.812,1.083,0.619,10.5026,480,436.2644853,183,166.325835,169,153.6014542,82,74.52851625,311,282.6630311
England,0,1,0,Bromsgrove,E07000234,98662,217,454.664,-0.691,0.508,0.03,0.043,0.001,45.5,0.688,-1.09,0.828,0,0,58.5,0.396,1.34,0.259,-0.48,1.48,0.887,0.798,9.518,-0.559,0.1,0.414,8.8333,372,377.0448602,118,119.6002514,170,172.3054469,76,77.03067037,202,204.7394134
England,0,1,0,Malvern Hills,E07000235,78113,577,135.378,-0.48,0.513,0.03,0.025,0.003,50.5,0.688,-1.09,0.598,0,0,42.1,0.396,1.34,0.985,1.036,1.48,1.598,0.788,10.404,-0.559,0.1,0.414,7.967,381,487.7549192,150,192.0294957,126,161.3047764,82,104.9761243,255,326.4501427
England,0,1,0,Redditch,E07000236,84989,54,1573.87,0.174,0.503,0.006,0.08,0.006,40.1,0.688,0.912,-0.283,0,0,72.6,0.396,1.34,-0.261,0.296,1.48,-0.802,0.795,9.922,-0.559,0.1,0.414,8.6176,263,309.4518114,48,56.47789714,136,160.0207086,74,87.07009142,127,149.4311028
England,0,1,0,Worcester,E07000237,101891,33,3087.606,0.517,0.506,0.019,0.066,0.004,38.3,0.688,0.578,-0.536,0,0,77.7,0.396,1.34,-0.834,-0.796,1.48,-0.708,0.79,10.433,-0.559,0.1,0.414,8.875,319,313.0796636,88,86.36680374,127,124.6430009,77,75.57095327,192,188.4366627
England,0,1,0,Wychavon,E07000238,127340,664,191.777,-0.691,0.511,0.012,0.022,0.003,48,0.688,-0.089,0.353,0,0,50.2,0.396,1.34,0.745,0.402,1.48,0.92,0.795,10.585,-0.559,0.1,0.414,8.514,465,365.1641275,134,105.2300927,176,138.212659,120,94.23590388,289,226.9514685
England,0,1,0,Wyre Forest,E07000239,101062,195,518.267,-0.106,0.507,0.01,0.028,0.003,46.5,0.688,0.578,0.766,0,0,75.1,0.396,1.34,1.893,1.183,1.48,0.639,0.78,10.45,-0.559,0.1,0.414,8.3133,401,396.7861313,100,98.94915992,160,158.3186559,123,121.7074667,241,238.4674754
England,0,1,0,St Albans,E07000240,147373,161,915.36,-0.691,0.51,,0.127,0.006,40.9,-0.737,-1.758,-0.72,0,0,51.5,-1.079,-0.188,-0.997,-1.139,-0.325,-0.167,0.793,10.7,-0.559,-0.326,0.455,10.4691,436,295.8479504,137,92.96139727,169,114.6750083,97,65.81938347,267,181.1729421
England,0,1,0,Welwyn Hatfield,E07000241,122746,130,944.2,-0.691,0.508,,0.167,0.006,35.4,-0.737,-0.423,-0.553,0,0,60.4,-1.079,-0.188,-1.648,-1.287,-0.325,-0.535,0.783,11.081,-0.559,-0.326,0.455,10.5818,329,268.0331742,87,70.87807342,131,106.7244554,97,79.02497841,198,161.3087188
England,0,1,0,East Hertfordshire,E07000242,148105,476,311.145,-0.691,0.51,,0.048,0.003,42.6,-0.737,-1.09,-0.315,0,0,50.3,-1.079,-0.188,-0.611,-1.145,-0.325,-0.342,0.78,11.014,-0.559,-0.326,0.455,10.0753,441,297.7617231,112,75.62202491,183,123.5609871,111,74.94682826,258,174.200736
England,0,1,0,Stevenage,E07000243,87754,26,3375.154,-0.691,0.507,,0.125,0.006,38.1,-0.737,0.578,0.163,0,0,78.8,-1.079,-0.188,-0.423,-0.157,-0.325,-0.737,0.788,10.708,-0.559,-0.326,0.455,10.2074,262,298.5618889,93,105.9780751,98,111.675821,50,56.97745972,164,186.8860679
England,0,1,0,East Suffolk,E07000244,248249,1262,196.711,-0.039,0.513,,,,48.9,,,,28268,0,,,,,,,,,,-0.559,,,9.6517,1089,438.6724619,281,113.1928024,452,182.0752551,311,125.2774432,637,256.5972068
England,0,1,0,West Suffolk,E07000245,178881,1035,172.832,-0.691,0.496,,,,41.1,,,,0,0,,,,,,,,,,-0.559,,,,609,340.4497962,168,93.91718517,222,124.1048518,176,98.38943208,387,216.3449444
England,0,1,0,Somerset West and Taunton,E07000246,153866,1188,129.517,-0.367,0.515,,,,47.5,,,,0,0,,,,,,,,,,-0.559,,,6.2886,646,419.8458399,212,137.7822261,244,158.5795432,140,90.98826251,402,261.2662966
England,0,1,0,Bolton,E08000001,285372,140,2038.371,1.567,0.504,0.007,0.182,0.009,38.8,1.789,0.912,-0.526,0,0.2,97,0.77,0.113,-0.249,0.393,-0.006,-0.393,0.803,7.869,1.381,-0.144,0.39,8.4678,949,332.548393,205,71.8360596,420,147.1763172,245,85.85285172,529,185.3720757
England,0,1,0,Bury,E08000002,190108,99,1920.283,0.26,0.51,0.011,0.162,0.006,40.4,0.569,0.245,-0.447,0,0.2,88,0.057,-0.126,0.668,0.179,-0.233,-0.292,0.778,8.572,-0.559,0.731,0.39,8.2247,609,320.3442254,149,78.37650178,246,129.4001305,156,82.05861931,363,190.9440949
England,0,1,0,Manchester,E08000003,547627,116,4720.922,3.424,0.493,0.044,0.339,0.019,30,-0.585,1.58,-1.911,6789,0.2,132.8,-1.531,-1.478,-1.86,-1.002,-1.179,-2.265,0.753,9.442,1.471,-1.711,0.39,8.679,1260,230.0836153,222,40.53854174,637,116.32005,339,61.90344888,623,113.7635653
England,0,1,0,Oldham,E08000004,235623,142,1659.317,2.211,0.507,0.008,0.225,0.016,37.1,1.398,1.246,-0.648,0,0.2,104.7,0.969,0.701,0.296,0.503,0.844,-0.476,0.828,6.428,-0.559,-0.238,0.39,8.2753,741,314.485428,194,82.33491637,307,130.2928831,198,84.03254351,434,184.1925449
England,0,1,0,Rochdale,E08000005,220001,158,1392.411,2.149,0.506,0.01,0.184,0.011,38.1,1.3,1.58,-0.564,0,0.2,109.9,1.307,0.889,0.245,0.461,1,-0.538,0.785,7.831,-0.559,-0.763,0.39,8.0288,735,334.0893905,155,70.45422521,301,136.8175599,208,94.5450248,434,197.2718306
England,0,1,0,Salford,E08000006,254408,97,2622.763,2.163,0.495,0.024,0.13,0.008,35,1.096,1.58,-0.539,0,0.2,102.9,-1.267,-0.919,-0.6,0.109,-0.682,-0.975,0.753,9.6,1.453,-0.359,0.39,8.714,763,299.9119525,152,59.74654885,352,138.3604289,211,82.93764347,411,161.5515235
England,0,1,0,Stockport,E08000007,291775,126,2315.675,0.16,0.51,0.008,0.084,0.003,42.5,-0.311,-0.089,0.072,0,0.2,64.4,0.028,-0.589,0.219,0.281,-0.517,0.275,0.783,8.468,1.525,0.521,0.39,8.0512,971,332.7906777,239,81.91243253,440,150.801131,239,81.91243253,531,181.9895467
England,0,1,0,Tameside,E08000008,225197,103,2186.379,1.266,0.509,0.007,0.091,0.006,40.2,0.379,1.58,0.561,0,0.2,102.6,0.696,0.216,0.531,0.76,0.116,-0.473,0.773,8.437,-0.559,0.188,0.39,8.3712,787,349.4717958,146,64.83212476,400,177.6222596,170,75.48946034,387,171.8495362
England,0,1,0,Trafford,E08000009,236370,106,2229.906,-0.209,0.511,0.006,0.155,0.005,40.6,-0.037,-0.757,-0.34,0,0.2,67,-0.574,0.145,-0.802,-0.324,0.08,-0.116,0.76,9.35,1.884,0.239,0.39,8.2388,729,308.4147734,146,61.7675678,350,148.0729365,205,86.72843423,379,160.341837
England,0,1,0,Wigan,E08000010,326088,188,1734.511,0.879,0.501,0.006,0.027,0.003,42.2,1.202,0.245,0.456,0,0.2,93.5,-0.188,0.317,0.19,0.511,0.185,-0.453,0.755,9.281,-0.559,-0.097,0.39,7.961,1087,333.3456,232,71.146439,498,152.7195113,265,81.26640661,589,180.6260887
England,0,1,0,Knowsley,E08000011,149571,87,1719.207,3.775,0.525,0.006,0.028,0.003,39.6,1.739,1.58,-0.106,0,0.067,99.6,0.383,0.924,0.581,1.726,1.052,-0.451,0.763,8.758,-0.559,-0.47,0.39,8.9456,533,356.3525015,89,59.50351338,255,170.4875945,162,108.3097659,278,185.864907
England,0,1,0,Liverpool,E08000012,494814,112,4417.982,3.938,0.501,0.035,0.115,0.007,34.7,0.903,1.246,-0.803,32613,0.067,102,-1.112,-0.5,-0.699,0.176,-0.459,-1.157,0.768,8.583,1.561,-0.786,0.39,9.3334,1540,311.2280574,310,62.64980376,738,149.1469522,390,78.81749506,802,162.0811052
England,0,1,0,St. Helens,E08000013,180049,136,1323.89,1.627,0.508,0.008,0.02,0.003,43,0.876,0.245,0.469,0,0.067,89,0.533,0.586,0.72,0.809,0.474,-0.017,0.748,9.363,-0.559,0.265,0.39,8.3773,682,378.785775,129,71.64716272,311,172.7307566,203,112.7470855,371,206.0550184
England,0,1,0,Sefton,E08000014,275396,155,1776.748,1.222,0.519,0.015,0.027,0.004,46.4,0.324,-0.089,0.564,0,0.067,73,1.077,0.805,1.019,1.091,0.968,0.8,0.775,8.385,-0.559,1.118,0.39,7.8618,1268,460.4278929,340,123.4585833,499,181.1936266,325,118.0118811,769,279.2342663
England,0,1,0,Wirral,E08000015,323235,157,2058.822,1.71,0.516,0.011,0.031,0.002,44.3,0.921,0.245,0.405,0,0.067,76.7,0.523,-0.141,0.582,0.945,-0.263,0.426,0.765,8.854,1.453,0.815,0.39,8.0131,1374,425.0777298,328,101.4741597,616,190.5734218,351,108.5897257,758,234.504308
England,0,1,0,Barnsley,E08000016,245199,329,745.286,1.38,0.506,0.007,0.022,0.003,42.5,3.662,1.246,0.276,0,0,86.1,0.342,0.117,1.021,1.045,0.009,-0.148,0.743,8.875,-0.559,-0.168,0.403,7.4596,909,370.7192933,248,101.1423374,373,152.1213382,248,101.1423374,536,218.5979551
England,0,1,0,Doncaster,E08000017,310542,568,546.729,1.565,0.503,0.017,0.048,0.005,41.3,2.251,1.58,0.208,0,0,80.3,0.386,0.594,0.811,1.051,0.487,-0.127,0.698,10.388,-0.559,0.296,0.403,8.5418,1156,372.2523845,258,83.08054949,520,167.4491695,316,101.7575722,636,204.803215
England,0,1,0,Rotherham,E08000018,264671,287,922.199,1.36,0.509,0.008,0.064,0.006,42.1,1.746,0.912,-0.137,0,0,85.1,0.52,0.525,0.879,0.744,0.328,-0.05,0.72,9.735,-0.559,0.912,0.403,7.9883,1039,392.5628422,227,85.76685772,453,171.1558879,271,102.3912707,586,221.4069543
England,0,1,0,Sheffield,E08000019,582506,368,1582.897,1.57,0.502,0.025,0.164,0.013,35.4,-0.169,-0.089,-0.407,0,0,82.3,-0.825,-0.327,-0.2,-0.254,-0.35,-0.661,0.758,8.8,1.668,0.157,0.403,7.3962,1767,303.3445149,430,73.81898212,778,133.560856,430,73.81898212,989,169.7836589
England,0,1,0,Newcastle upon Tyne,E08000021,300196,113,2656.602,1.755,0.495,0.032,0.147,0.008,32.4,0.095,0.578,-0.962,0,0,89.1,-1.923,-0.78,-1.555,-0.466,-0.529,-1.107,0.743,9.053,1.453,-0.587,0.219,6.9836,920,306.4664419,250,83.27892444,360,119.9216512,230,76.61661048,560,186.5447907
England,0,1,0,North Tyneside,E08000022,205985,82,2512.012,0.18,0.516,0.008,0.034,0.002,43.4,1.402,-0.089,0.953,0,0,81,-0.24,0.879,0.494,0.513,0.984,0.012,0.708,9.439,-0.559,0.508,0.219,6.9409,683,331.5775421,228,110.6876714,263,127.6791999,171,83.01575357,420,203.8983421
England,0,1,0,South Tyneside,E08000023,150265,64,2347.891,1.641,0.515,0.009,0.041,0.004,43.5,2.188,0.912,0.656,0,0,71,0.701,1.152,0.899,1.31,1.209,0.09,0.705,9.786,-0.559,0.7,0.219,7.0342,554,368.6819951,126,83.85186171,260,173.0276511,153,101.8201178,294,195.654344
England,0,1,0,Sunderland,E08000024,277417,137,2024.942,1.469,0.512,0.013,0.041,0.004,42.2,1.863,0.912,0.355,870,0,83.4,0.124,0.475,0.58,0.83,0.282,-0.25,0.733,8.428,1.237,0.208,0.219,7.0966,1039,374.5264349,227,81.82627597,479,172.6642563,248,89.39610766,560,201.8621786
England,0,1,0,Birmingham,E08000025,1141374,268,4258.858,3.239,0.505,0.02,0.422,0.022,32.6,0.144,0.578,-1.923,0,0.067,96,1.929,-0.38,-0.503,-0.562,-0.437,-0.885,0.75,10.492,1.597,-1.119,0.414,10.1921,3125,273.7928146,592,51.8673108,1465,128.3540715,820,71.84323456,1660,145.4387431
England,0,1,0,Coventry,E08000026,366785,99,3704.899,0.675,0.492,0.029,0.262,0.011,32.1,-0.246,0.578,-1.533,0,0.067,86.8,-0.422,-0.382,-1.115,-0.928,-0.443,-0.651,0.778,10.336,1.489,-1.268,0.414,10.2623,1057,288.1797238,233,63.52495331,465,126.7772673,280,76.33899969,592,161.4024565
England,0,1,0,Dudley,E08000027,320626,98,3271.694,0.351,0.51,0.008,0.1,0.006,42.1,2.917,0.245,-0.209,0,0.067,69.8,0.867,1.232,1.481,0.319,1.355,0.284,0.773,10.126,1.74,0.453,0.414,9.6128,1191,371.4608298,256,79.84380556,540,168.4205273,330,102.9236556,651,203.0403024
England,0,1,0,Sandwell,E08000028,327378,86,3806.721,1.201,0.504,0.007,0.301,0.013,36.5,1.124,1.246,-1.615,0,0.067,99.1,2.629,0.424,0.117,0.124,0.259,-0.347,0.763,10.199,-0.559,-0.904,0.414,10.6441,1122,342.7230907,228,69.64426443,545,166.4742286,288,87.97170244,577,176.2488622
England,0,1,0,Solihull,E08000029,214909,178,1207.354,0.445,0.513,0.008,0.11,0.002,43.3,-0.609,-0.423,0.126,0,0.067,59.9,0.366,0.072,0.409,-0.179,-0.028,0.595,0.755,10.268,-0.559,0.074,0.414,9.566,744,346.1930398,176,81.89512771,322,149.8308586,187,87.01357319,422,196.3621812
England,0,1,0,Walsall,E08000030,283378,104,2724.788,1.816,0.508,0.007,0.211,0.009,38.2,1.768,1.246,-0.485,0,0.067,98,1.758,1.76,1.302,0.871,1.738,0.04,0.768,10.289,1.633,-0.119,0.414,10.2039,934,329.5950991,199,70.22422348,455,160.562923,221,77.98770547,479,169.0321761
England,0,1,0,Wolverhampton,E08000031,262008,69,3797.217,1.296,0.503,0.016,0.32,0.009,37.7,2.67,0.912,-1.661,0,0.067,105,2.936,1.178,0.608,0.275,1.258,-0.087,0.78,10.122,1.561,0.08,0.414,9.3993,1024,390.827761,249,95.0352661,458,174.8038228,239,91.21858875,566,216.0239382
England,0,1,0,Bradford,E08000032,537173,366,1467.686,2.501,0.507,0.014,0.326,0.019,36.2,1.417,1.246,-1.125,0,0,101.6,1.892,-0.185,-0.337,0.006,-0.313,-0.619,0.788,7.489,1.525,-0.279,0.403,8.4106,1550,288.5476374,421,78.3732615,554,103.1325104,425,79.11790056,996,185.415127
England,0,1,0,Calderdale,E08000033,210082,364,577.148,0.796,0.509,0.007,0.104,0.006,42.2,0.871,0.912,0.075,0,0,95.6,0.553,0.05,0.428,0.646,-0.036,-0.253,0.805,7.103,-0.559,-0.446,0.403,7.8306,676,321.7791148,161,76.63674184,248,118.0491427,186,88.53685704,428,203.7299721
England,0,1,0,Kirklees,E08000034,438727,409,1072.682,0.448,0.504,0.013,0.209,0.01,39.4,0.48,0.578,-0.641,0,0,79.9,0.878,0.243,-0.18,0.029,0.122,-0.376,0.75,8.893,1.489,-0.423,0.403,8.057,1265,288.3342033,316,72.02656777,524,119.4364605,341,77.72487219,741,168.8977428
England,0,1,0,Leeds,E08000035,789194,552,1429.699,1.559,0.509,0.027,0.158,0.008,35.4,0.175,0.912,-0.729,0,0,87.5,-0.995,-0.367,-1.102,-0.204,-0.419,-0.829,0.708,9.438,1.597,-0.494,0.403,8.9153,2286,289.6626178,480,60.82154705,975,123.5437674,581,73.61941424,1311,166.1188504
England,0,1,0,Wakefield,E08000036,345038,339,1017.811,0.811,0.509,0.011,0.046,0.005,41.8,1.575,0.912,0.226,0,0,90.3,0.266,0.254,1.101,0.671,0.138,-0.221,0.698,9.794,-0.559,-0.324,0.403,8.2056,1178,341.4116706,229,66.36950133,482,139.6947583,340,98.53987097,696,201.7169123
England,0,1,0,Gateshead,E08000037,202508,142,1426.113,0.895,0.507,,0.051,0.004,41.3,1.504,0.578,0.195,0,0,89.4,-0.156,2.744,0.504,0.747,2.598,-0.134,0.748,8.376,1.201,0.711,0.219,6.9041,789,389.6142375,205,101.2305687,343,169.3760247,177,87.40395441,446,220.2382128
